56.89350732284847,122.97361363159689,
54.76454670941517,145.38955460679094,
57.22573458955746,167.05982486378204,
61.69812341338032,188.9447819694593,
71.56938472973496,206.67397845876292,
86.03114709417821,220.65264423412532,
103.73366783871114,231.3044126246075,
123.34661302699486,235.4312416740888,
140.5243964676523,232.44109976102328,
153.80096147180763,222.69785240734853,
164.90493315890114,209.88693591914955,
173.42531101408338,193.7838622828687,
179.3149178543336,173.14944944653527,
184.03452085132932,152.29349101039318,
184.936080810384,130.5233725297292,
178.4434476915153,117.45970925053366,
169.77996063875867,111.52756679149563,
155.34011269860187,110.3384289296601,
143.15844164626037,111.59955435533789,
74.56011763343541,111.30538536278641,
86.38615027327475,106.40885667360517,
102.05183883548759,107.04613507766786,
114.51459267932901,109.75048237716584,
82.73037533955949,126.79776539818647,
95.6539257328961,122.37064363664673,
108.19912719682101,128.9393278775182,
94.86130658411929,131.18843980153486,
95.08408752609085,126.2722425669616,
168.59327392410114,131.88231312148426,
157.5821560367351,126.14573912382906,
144.03209377315392,130.88411921380498,
156.9283486309203,134.78857771008265,
156.35958861045236,129.9228211630758,
128.60598375150704,125.36974353327913,
114.0115774004409,157.78474654182577,
107.98197968101209,167.06109665227987,
113.06215335756714,173.95541279811977,
128.0917138168075,177.08642497278214,
140.35459623483186,175.14642295012567,
145.536433844684,169.04218376888696,
141.5920998342281,159.2257310932627,
129.62319081334795,146.78864966915847,
118.15616321219349,169.82441755076633,
138.30779756773723,171.3708797020539,
99.83971174787222,194.88940496835582,
110.19055218464996,190.3045023463207,
120.1617591145801,188.8820515133878,
126.73645587860534,190.51762548453365,
133.10002325795702,189.50320707730395,
141.0449024303639,191.78714156225058,
147.4726364481603,197.17280924722866,
141.74004741875922,201.93698994284193,
134.8559360015758,205.00616598418696,
125.54358088371255,205.67214627868597,
115.25365936504377,204.03223354345084,
106.82216719935262,200.33306395928102,
113.68423669957919,195.11075807513964,
125.8946001672194,196.78786063509688,
136.6693097522373,196.28008782345117,
136.91397024461278,195.52177110413405,
126.22875217007295,195.36406674208604,
113.89167892956465,194.48811657600731,
130.21515797163843,166.973889546968,
88.36739039100547,123.41497428511025,
103.07679512716322,124.29730287081428,
101.75688386581928,130.5099378423338,
88.14027349204903,129.6937313964619,
164.17444998216246,128.04676645907097,
150.00436118912276,127.01478161592831,
150.28644256557018,133.26492963859755,
163.51879432782806,134.09859044559445,
